chamber,state,district,party,lastName,firstName,phonetic,officialFullName,middleName,suffix,nickname,address,phone,fax,url,caucusesWith,startTerm,endTerm,stateRankSenate,classSenate,gender,birthday,religion,raceEthnicity,lgbtq,contactForm,office,rssUrl,pre2018incumbent,2016presidentClinton,2016presidentTrump,2012presidentObama,2012presidentObama,2008presidentObama,2008presidentMccain,2018senateDem,2018senateRep,priorSenateElectionDem,priorSenateElectionRep,2018houseDem,2018houseRep,2016houseDem,2016houseRep,2014houseDem,2014houseRep,whiteACS2012-16citizenAdultPopulation,blackACS2012-16citizenAdultPopulation,latinoACS2012-16citizenAdultPopulation,asianPacificIslanderACS2012-16citizenAdultPopulation,nativeACS2012-16citizenAdultPopulation,otherACS2012-16citizenAdultPopulation,white2010censusAdultPopulation,black2010censusAdultPopulation,latino2010censusAdultPopulation,asianPacificIslander2010censusAdultPopulation,native2010censusAdultPopulation,other2010censusAdultPopulation,bachelorsPlusACS2013-17,bachelorsPlusRankACS2013-17,whiteBachelorsPlusACS2013-17,whiteBachelorsPlusRankACS2013-17,medianHouseholdIncomeACS2013-17,householdIncomeRankACS2013-17,nonCollegeWhiteShare,citizenPopulation,whiteCitizenPopulation,blackCitizenPopulation,latinoCitizenPopulation,asianPacificIslanderCitizenPopulation,nativeAmericanCitizenPopulation,otherCitizenPopulation,citizenVotingAgePopulation,whiteCitizenVotingAgePopulation,blackCtizenVotingAgePopulation,latinoCitizenVotingAgePopulation,asianPacificIslanderCitizenVotingAgePopulation,nativeCitizenVotingAgePopulation,otherCitizenVotingAgePopulation,censusTotalPopulation,censusWhitePopulation,censusBlackPopulation,censusLatinoPopulation,censusAsianPacificIslanderPopulation,censusNavtiveAmericanPopulation,censusOtherPopulation
sen,ME,,Republican,Collins,Susan,(SOO-zuhn KAH-luhnz),Susan M. Collins,M.,,,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,202-224-2693,https://www.collins.senate.gov,,1/6/15,1/3/21,senior,2,F,12/7/52,Catholic,White - Non-Hispanic,No,http://www.collins.senate.gov/contact,413 Dirksen Senate Office Building,http://www.collins.senate.gov/public/?a=rss.feed,Not up,47.83020268,44.86975333,56.26994588,40.98208026,57.7057373,40.38401834,,,31.49754647,68.45791917,,,,,,,95.71952808,0.660252693,1.102797874,0.702558301,0.539990683,1.274397026,95.55857313,0.857255643,0.998739832,0.950629514,0.576849353,1.057952531,30.1,,30.3,,53024,31,66.71651107,1308385,1237285,11235,18065,10300,7370,24130,1051870,1006845,6945,11600,7390,5680,13405,1328361,1254297,15154,16935,13755,8210,20010
sen,ME,,Independent,King,Angus,(EYN-guhs KING),"Angus S. King, Jr.",,,,,,,https://www.king.senate.gov,Democrat,1/3/19,1/3/25,junior,1,M,3/31/44,,White - Non-Hispanic,No,,,http://www.king.senate.gov/rss/feeds/?type=all,Won,47.83020268,44.86975333,56.26994588,40.98208026,57.7057373,40.38401834,54.384677,35.31994312,52.89473722,30.7449768,,,,,,,95.71952808,0.660252693,1.102797874,0.702558301,0.539990683,1.274397026,95.55857313,0.857255643,0.998739832,0.950629514,0.576849353,1.057952531,30.1,,30.3,,53024,31,66.71651107,1308385,1237285,11235,18065,10300,7370,24130,1051870,1006845,6945,11600,7390,5680,13405,1328361,1254297,15154,16935,13755,8210,20010
rep,MI,1,Republican,Bergman,Jack,(JAK BERG-muhn),Jack Bergman,,,,414 Cannon House Office Building Washington DC 20515-2201,(202) 225-4735,,https://bergman.house.gov,,1/3/19,1/3/21,,,M,2/2/47,,White - Non-Hispanic,No,,414 Cannon House Office Building,,Won,36.5904029,57.8972952,45.29310647,53.55080946,49.71923231,48.431068,,,,,43.68340165,56.31659835,40.06261953,54.89673052,45.28147251,52.13827954,92.94468985,1.763383136,1.172329817,0.397294487,2.115348721,1.607842789,93.21071567,1.53713938,1.057083581,0.54660171,2.407929995,1.240529663,24.6,295,25.2,347,46927,351,69.5,695750,638760,10685,11045,3165,16280,15805,562555,522865,9920,6595,2235,11900,9045,705288,649509,9420,9962,3970,19638,12789
rep,MI,2,Republican,Huizenga,Bill,(BIL HAHY-zing-uh),Bill Huizenga,,,,2232 Rayburn House Office Building Washington DC 20515-2202,(202) 225-4401,,https://huizenga.house.gov,,1/3/19,1/3/21,,,M,1/31/69,,White - Non-Hispanic,No,,2232 Rayburn House Office Building,http://huizenga.house.gov/news/rss.aspx,Won,38.2280198,55.75619399,43.05650257,55.98890859,48.02901662,50.33972628,,,,,42.96887021,55.31602846,32.53224019,62.62613165,33.25214012,63.62544117,85.45423613,5.784280367,5.317379305,1.450795811,0.440437035,1.553816491,84.12708656,5.916661131,6.355276768,1.957922507,0.499919337,1.143133701,23.8,312,25.7,342,52919,254,63.4,701475,573450,42955,54150,10835,3145,16940,529020,452070,30600,28130,7675,2330,8220,705379,570532,45248,57713,14641,3397,13848
rep,MI,3,Republican,Amash,Justin,(JUH-stin uh-MAHSH),Justin Amash,,,,106 Cannon House Office Building Washington DC 20515-2203,(202) 225-3831,,https://amash.house.gov,,1/3/19,1/3/21,,,M,4/18/80,,White - Middle Eastern - Palestinian/Syrian,No,,106 Cannon House Office Building,http://amash.house.gov/rss.xml,Won,42.15571261,51.6020487,45.76902146,53.14647259,49.6646417,48.60317216,,,,,43.1824033,54.42073759,37.50383363,59.45263096,39.0118113,57.90712131,85.4657736,7.928364448,3.656833405,1.041280699,0.399980999,1.507766852,83.71429497,7.811538747,5.485390386,1.371157132,0.400357312,1.217261457,31.4,172,33.6,212,57926,197,56.7,702545,575830,59055,39525,7760,2565,17815,526275,449785,41725,19245,5480,2105,7935,706300,569753,58869,50042,10118,2744,14774
rep,MI,4,Republican,Moolenaar,John,(JAHN MOHL-uh-nahr),John R. Moolenaar,,,,117 Cannon House Office Building Washington DC 20515-2204,(202) 225-3561,,https://moolenaar.house.gov,,1/3/19,1/3/21,,,M,5/8/61,,White - Non-Hispanic,No,,117 Cannon House Office Building,,Won,34.67493298,59.49975628,45.45151906,53.47105767,49.62537833,48.57550727,,,,,37.37589897,62.62410103,32.0749578,61.62197428,39.0920733,56.49453339,93.47772469,1.888171297,2.336691909,0.526166747,0.579148816,1.191183053,93.52331748,1.892741608,2.093175244,0.896580977,0.666837791,0.927346903,21.9,348,21.7,402,48434,333,73.2,694060,641550,12020,20120,4275,4210,11890,547355,511655,10335,12790,2880,3170,6520,706106,653338,12441,19006,6438,5042,9841
rep,MI,5,Democrat,Kildee,Daniel,(DAN KIL-dee),Daniel T. Kildee,T.,,,203 Cannon House Office Building Washington DC 20515-2205,(202) 225-3611,,https://dankildee.house.gov,,1/3/19,1/3/21,,,M,8/11/58,,White - Non-Hispanic,No,,203 Cannon House Office Building,http://dankildee.house.gov/rss.xml,Won,49.74814697,45.47763545,60.71405392,38.32331266,63.02450322,35.34804837,,,,,59.51311986,35.91184206,61.16019556,35.10966485,66.70718202,31.16171029,77.40532412,16.26835698,3.77561412,0.636724438,0.346439007,1.568493085,77.6952665,16.13399301,3.569488951,0.837782908,0.442500173,1.320968461,19,399,20.4,416,42800,392,61.6,680590,506815,117780,31960,4310,2425,17290,525345,406645,85465,19835,3345,1820,8240,706016,526313,124083,31550,5839,3202,15029
rep,MI,6,Republican,Upton,Fred,(FRED UP-tuhn),Fred Upton,Stephen,,,2183 Rayburn House Office Building; Washington DC 20515-2206,202-225-3761,202-225-4986,https://upton.house.gov,,1/3/17,1/3/19,,,M,4/23/53,Protestant,White - Non-Hispanic,No,,2183 Rayburn House Office Building,http://www.house.gov/news/rss.aspx,Won,42.86475936,51.30156091,48.83256528,50.17173579,53.11093804,45.192108,,,,,45.69346847,50.24434463,36.40700102,58.63900083,40.38310619,55.89206416,85.95949258,7.512746599,3.393459094,0.966206255,0.339909295,1.82818618,85.12359132,7.575114091,4.08307721,1.347117444,0.478532178,1.392567756,28,235,29.2,281,51477,279,60.8,694955,575275,56305,33950,6860,2535,20030,532495,457730,40005,18070,5145,1810,9735,706833,580808,59007,37593,9480,3468,16477
rep,MI,7,Republican,Walberg,Tim,(TIM WAWL-berg),Tim Walberg,,,,2266 Rayburn House Office Building Washington DC 20515-2207,(202) 225-6276,,https://walberg.house.gov,,1/3/19,1/3/21,,,M,4/12/51,,White - Non-Hispanic,No,,2266 Rayburn House Office Building,http://walberg.house.gov/news/rss.aspx,Won,38.65518072,55.72221014,47.92116208,51.01199445,50.8140546,47.41195854,,,,,46.20416187,53.79583813,40.02604486,55.05291108,41.16637235,53.45195252,90.71861568,4.128257257,3.084820973,0.564421051,0.362046398,1.142766963,90.61720161,4.051688203,3.073873373,0.863137418,0.335880691,1.058218702,24.6,295,24.8,355,56427,214,68.1,695940,619435,29295,27035,4315,2510,13345,538605,488615,22235,16615,3040,1950,6155,706835,629156,28799,27456,6465,2323,12636
rep,MI,8,Democrat,Slotkin,Elissa,(uh-LIS-uh SLAHT-kin),,,,,1531 Longworth House Office Building Washington DC 20515-2208,(202) 225-4872,,,,1/3/19,1/3/21,,,F,,,White - Non-Hispanic,No,,1531 Longworth House Office Building,,Lost,43.85334215,50.64192144,47.97474881,51.14675511,52.04684421,46.39664048,,,,,50.60993639,46.77554868,39.18352554,56.03458612,42.06437018,54.59701799,87.20866248,5.185551338,3.591647159,2.148832785,0.232230626,1.632142957,85.72758923,5.152707583,3.706953116,3.725726734,0.350750666,1.336272675,40.6,77,40,135,66495,125,52.3,694265,589810,37250,30855,16830,1490,18025,536105,467530,27800,19255,11520,1245,8750,705492,590738,38902,32041,26471,2462,14878
rep,MI,9,Democrat,Levin,Andy,(AN-dee LEV-in),,,,,228 Cannon House Office Building Washington DC 20515-2209,(202) 225-4961,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,228 Cannon House Office Building,,Open - Retired,51.46436693,43.73761423,57.19569883,41.88429923,58.08481621,40.06550603,,,,,59.67041302,36.81438651,57.91052135,37.39743311,60.39325469,36.08747459,82.11917467,11.45042404,1.761817122,2.824456426,0.340340525,1.503787213,83.58555978,9.651765164,1.702032482,3.30431677,0.287700488,1.468625315,30.3,190,30.4,265,56582,211,57.1,683705,540515,88255,14990,21295,2105,16545,540635,443965,61905,9525,15270,1840,8130,706746,571278,78161,14633,24375,2094,16205
rep,MI,10,Republican,Mitchell,Paul,(PAWL MIT-chuhl),Paul Mitchell,,,,211 Cannon House Office Building Washington DC 20515-2210,(202) 225-2106,,https://mitchell.house.gov,,1/3/19,1/3/21,,,M,5/8/61,,White - Non-Hispanic,No,,211 Cannon House Office Building,,Won,31.60138072,63.77321576,43.74333221,55.30299012,48.01983693,50.04561026,,,,,34.99623842,60.31993242,32.29251898,63.09170838,29.35957532,68.68145803,92.53254592,2.872954854,2.057681951,1.195981206,0.19963972,1.142124909,92.66210999,2.494416113,2.289720237,1.344051411,0.317773088,0.891929161,23,328,22.9,393,60934,171,71.3,696715,635160,19800,18820,9360,1310,12270,538470,498260,15470,11080,6440,1075,6150,705744,644037,18881,20425,9974,2246,10181
rep,MI,11,Democrat,Stevens,Haley,(HEY-lee STEE-venz),,M.,,,227 Cannon House Office Building Washington DC 20515-2211,(202) 225-8171,,,,1/3/19,1/3/21,,,F,,,White - Non-Hispanic,No,,227 Cannon House Office Building,,Open - Retired,45.31369108,49.68843208,46.93502484,52.32774283,50.08718103,48.21860966,,,,,51.84140256,45.15889097,40.17544692,52.93237204,40.47198274,55.89719708,85.63497036,5.380500265,2.198660176,5.303388115,0.195672081,1.286809003,84.29944417,4.811592586,2.56278698,6.954994144,0.21991709,1.151265034,46.6,37,44.3,96,79805,52,47.6,673925,561200,36500,18945,41960,1415,13900,518725,444210,27910,11405,27510,1015,6675,705359,579927,35987,22049,53024,1604,12768
rep,MI,12,Democrat,Dingell,Debbie,(DEH-bee DING-uhl),Debbie Dingell,,,,116 Cannon House Office Building Washington DC 20515-2212,(202) 225-4071,,https://debbiedingell.house.gov,,1/3/19,1/3/21,,,F,11/23/53,,White - Non-Hispanic,No,,116 Cannon House Office Building,,Won,60.83456663,34.48539686,66.20801344,32.77797734,66.91766008,31.40175876,,,,,68.08178449,28.88897186,64.33819725,29.25166341,65.00822607,31.31520372,79.98745416,10.33487744,4.258830342,3.061185099,0.253812005,2.101910828,78.840593,9.670220861,4.424376335,4.864081853,0.358842243,1.84188571,34,141,34,203,55506,223,52.7,667170,517405,73030,34820,21200,1445,19270,518100,414415,53545,22065,15860,1315,10890,705112,539252,74064,37235,32839,2507,19215
rep,MI,13,Democrat,Tlaib,Rashida,(ruh-SHEE-duh tuh-LEEB),,,,,1628 Longworth House Office Building Washington DC 20515-2213,(202) 225-5126,,,,1/3/19,1/3/21,,,F,,,White - Middle Eastern - Palestinian,No,,1628 Longworth House Office Building,,Vacant - Resignation,78.80554603,18.13162586,85.15916006,14.28586047,84.83092983,14.18251306,,,,,84.23629259,0,77.10369011,15.7259394,79.49229396,16.3129616,37.25554007,56.63130918,3.546257971,0.748507561,0.391542678,1.426842539,37.35173641,53.80131247,5.601853796,1.17561052,0.349113759,1.72037305,14.7,425,16.9,431,33995,433,30.8,660370,225625,378045,36250,5090,2325,13025,491645,183165,278425,17435,3680,1925,7015,706462,246159,386239,48016,7611,2274,16163
rep,MI,14,Democrat,Lawrence,Brenda,(BREN-duh LAWR-uhns),Brenda L. Lawrence,,,,2463 Rayburn House Office Building Washington DC 20515-2214,(202) 225-5802,,https://lawrence.house.gov,,1/3/19,1/3/21,,,F,10/18/54,,Black - African-American,No,,2463 Rayburn House Office Building,,Won,79.17998689,18.25217803,80.97104812,18.60612579,82.23108972,17.12564376,,,,,80.88258602,17.32076953,78.50656325,18.68419868,77.7867726,19.6740215,33.51281542,58.79694019,2.910788794,2.569044308,0.251341148,1.959070137,33.60907663,57.34722459,3.451238668,3.669070194,0.233161112,1.690228808,30.8,181,48.5,72,42695,393,17.2,660515,207760,390840,25415,18785,1565,16150,503300,168670,295925,14650,12930,1265,9860,705968,219139,413655,28637,27415,1664,15458
sen,MI,,Democrat,Peters,Gary,(GAIR-ee PEE-terz),Gary C. Peters,C.,,,724 Hart Senate Office Building Washington DC 20510,202-224-6221,202-226-2356,https://www.peters.senate.gov,,1/6/15,1/3/21,junior,2,M,12/1/58,,White - Non-Hispanic,No,https://www.peters.senate.gov/contact/email-gary,724 Hart Senate Office Building,,Not up,47.0311574,47.25304247,54.04421961,44.57566156,57.32997166,40.88605251,,,54.61431397,41.32901955,,,,,,,79.76616459,13.51484687,3.059877467,1.660360957,0.46925005,1.529567545,79.05883782,13.24092402,3.508302593,2.346870618,0.531475792,1.313589153,28.3,,29.4,,52668,33,56.3149122,9601980,7408590,1351815,397880,176040,45325,222300,7408630,5909580,1001265,226695,123010,34765,113320,9883640,7569939,1383756,436358,238660,54665,200262
sen,MI,,Democrat,Stabenow,Debbie,(DEH-bee STAB-en-now),Debbie Stabenow,Ann,,,,,,https://www.stabenow.senate.gov,,1/3/19,1/3/25,senior,1,F,4/29/50,United Methodist,White - Non-Hispanic,No,,,http://stabenow.senate.gov/rss/?p=news,Won,47.0311574,47.25304247,54.04421961,44.57566156,57.32997166,40.88605251,52.26211416,45.75648421,58.79807037,37.9844648,,,,,,,79.76616459,13.51484687,3.059877467,1.660360957,0.46925005,1.529567545,79.05883782,13.24092402,3.508302593,2.346870618,0.531475792,1.313589153,28.3,,29.4,,52668,33,56.3149122,9601980,7408590,1351815,397880,176040,45325,222300,7408630,5909580,1001265,226695,123010,34765,113320,9883640,7569939,1383756,436358,238660,54665,200262
rep,MN,1,Republican,Hagedorn,Jim,(JIM HAG-eh-dawrn),,,,,325 Cannon House Office Building Washington DC 20515-2301,(202) 225-2472,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,325 Cannon House Office Building,,Open - Elected governor,38.38588626,53.29532818,49.56219965,48.20749119,50.84356665,46.70474592,,,,,49.67582227,50.12668818,50.33807019,49.57945915,54.19219656,45.67193807,92.75859618,1.90958651,2.745094058,1.588784098,0.247708192,0.752261352,90.86870398,1.913171158,4.186892363,2.127086965,0.240828434,0.6633171,28,235,29,282,60424,179,65.8,644245,577700,15105,29120,11785,1610,8930,492515,456850,9405,13520,7825,1220,3705,662237,585535,15273,36604,14946,1566,8313
rep,MN,2,Democrat,Craig,Angie,(AN-jee KREG),,,,,1523 Longworth House Office Building Washington DC 20515-2302,(202) 225-2271,,,,1/3/19,1/3/21,,,F,,,White - Non-Hispanic,Lesbian,,1523 Longworth House Office Building,,Lost,45.32757147,46.52369624,49.07298731,49.01297446,50.45567365,47.57941254,,,,,52.65528097,47.14765895,45.15753791,46.95369136,38.87157919,56.04194462,88.71828356,3.297387188,2.837262924,3.455523022,0.373404613,1.31813869,87.14732638,3.012721892,4.250928346,4.013873185,0.436214449,1.138935744,38.5,93,40,135,80128,51,53.2,662655,564195,24950,28665,25025,2615,17200,490085,434795,16160,13905,16935,1830,6460,662780,558248,23765,35469,28060,3022,14216
rep,MN,3,Democrat,Phillips,Dean,(DEEN FIL-uhps),,,,,1305 Longworth House Office Building Washington DC 20515-2303,(202) 225-2871,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,1305 Longworth House Office Building,,Lost,50.83852215,41.37422923,49.60805518,48.78803584,51.0434076,47.38036462,,,,,55.61328648,44.1927303,43.01359209,56.69565704,37.77880817,62.13810116,86.81482526,4.906158387,1.910077269,4.826571834,0.242789358,1.299577889,84.29704337,5.410392574,3.006332616,5.794132621,0.288157182,1.203941636,49,28,51.1,56,84689,41,42.4,659750,543385,40945,21380,36480,1620,15945,496315,430875,24350,9480,23955,1205,6450,663654,537250,42984,25281,41306,1961,14872
rep,MN,4,Democrat,McCollum,Betty,(BET-ee muh-KUHL-um),Betty McCollum,Louise,,,2256 Rayburn House Office Building Washington DC 20515-2304,(202) 225-6631,,https://mccollum.house.gov,,1/3/19,1/3/21,,,F,7/12/54,Roman Catholic,White - Non-Hispanic,No,,2256 Rayburn House Office Building,http://mccollum.house.gov/rss.xml,Won,61.54351712,30.56867867,62.48373881,35.4969043,62.59605196,35.51055652,,,,,65.99363997,29.74514249,57.76458755,34.38956198,61.18971846,32.8972798,78.5557319,7.635412852,3.699182029,7.632360721,0.483253978,1.99405852,76.34878973,7.9059562,5.054130138,8.542582971,0.570365212,1.578175744,42.2,62,47.9,78,66175,128,40.9,648390,469515,58970,34515,60470,3105,21815,491460,386070,37525,18180,37510,2375,9800,664041,471349,61120,41722,68289,3812,17749
rep,MN,5,Democrat,Omar,Ilhan,(il-HAHN oh-MAHR),,,,,1517 Longworth House Office Building Washington DC 20515-2305,(202) 225-4755,,,,1/3/19,1/3/21,,,F,,,Black - Somali,No,,1517 Longworth House Office Building,,Open - Elected state attorney general,73.71929172,18.47957095,73.50296276,23.99193872,73.44444082,24.50652164,,,,,77.96614612,21.67999581,69.07334435,22.28903344,70.79348669,23.97239088,75.54312345,13.30112592,3.342607193,4.141096592,0.973253116,2.697789339,70.95655628,12.93268056,7.459634303,5.326973604,1.09392185,2.230233411,44.5,48,53.1,44,59115,189,35.4,636825,436690,100805,38295,29270,6245,25525,497815,376065,66215,16640,20615,4845,13430,662883,430805,101629,61998,37615,7978,22858
rep,MN,6,Republican,Emmer,Tom,(TAHM EM-er),Tom Emmer,,,,315 Cannon House Office Building Washington DC 20515-2306,(202) 225-2331,,https://emmer.house.gov,,1/3/19,1/3/21,,,M,3/3/61,,White - Non-Hispanic,No,,315 Cannon House Office Building,,Won,33.24706764,58.91569416,41.54068426,56.48662902,43.19124074,54.65658461,,,,,38.74625466,61.10709919,34.27132206,65.5793427,38.39034647,56.29311874,93.60002409,1.611786313,1.500386387,1.774369988,0.39341235,1.121024478,92.9484484,1.804834296,1.791784306,2.204826839,0.392742549,0.857363612,29.5,212,29.7,273,77049,60,65.8,674150,617435,13725,14285,13075,2695,12935,498205,466320,8030,7475,8840,1960,5585,661656,604208,13764,15319,15388,2510,10467
rep,MN,7,Democrat,Peterson,Collin,(KAH-lin PEE-ter-suhn),Collin C. Peterson,Clark,,,2204 Rayburn House Office Building Washington DC 20515-2307,(202) 225-2165,,https://collinpeterson.house.gov,,1/3/19,1/3/21,,,M,6/29/44,Lutheran,White - Non-Hispanic,No,,2204 Rayburn House Office Building,http://collinpeterson.house.gov/rss.xml,Won,31.02802629,61.78394979,44.13385627,53.86690245,47.11852794,50.35390574,,,,,52.10206423,47.83790216,52.46790067,47.43930748,54.20557643,45.65573941,93.43065693,0.630391506,2.177716113,0.511753232,2.284289477,0.966198146,92.92509847,0.589344322,2.746316845,0.746423675,2.170425163,0.822391523,21.8,350,22.5,396,52620,256,72.4,650900,591260,4970,22725,3960,17620,10370,497310,464640,3135,10830,2545,11360,4805,663326,601672,4850,25270,5295,17151,9088
rep,MN,8,Republican,Stauber,Pete,(PEET STAH-ber),,,,,126 Cannon House Office Building Washington DC 20515-2308,(202) 225-6211,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,126 Cannon House Office Building,,Open - Retired,38.5874057,54.20269206,51.70040721,46.22367033,53.05333789,44.54941112,,,,,45.17664881,50.71878451,50.17045821,49.60768,48.51493707,47.11236719,94.02043502,0.865972598,1.10302655,0.510875455,2.173155817,1.326534561,94.28161699,0.820123251,0.973411883,0.573233596,2.281306926,1.070307352,23,328,23.5,383,53676,246,71.9,657900,608470,6225,9700,3710,16615,13180,516760,485860,4475,5700,2640,11230,6855,663348,616075,5756,8595,3957,17421,11544
sen,MN,,Democrat,Klobuchar,Amy,(EY-mee KLOH-buh-shahr),Amy Klobuchar,Jean,,,,,,https://www.klobuchar.senate.gov,,1/3/19,1/3/25,senior,1,F,5/25/60,,White - Non-Hispanic,No,,,,Won,46.44199627,44.92792251,52.65230315,44.95820111,54.0602927,43.82293104,60.30985656,36.21412472,65.22898262,30.52799181,,,,,,,87.9664813,4.253146303,2.404995396,3.036454284,0.905045014,1.434254541,86.13837987,4.345621815,3.702515161,3.665921865,0.945554847,1.202006437,34.8,,36.4,,65699,11,55.94668211,5234815,4408650,265695,198685,183775,52125,125900,3980465,3501475,169295,95730,120865,36025,57090,5303925,4405142,269141,250258,214856,55421,109107
sen,MN,,Democrat,Smith,Tina,(TEE-nuh SMITH),Tina Smith,Flint,,,309 Hart Senate Office Building Washington DC 20510,202-224-5641,,https://www.smith.senate.gov,,11/7/18,1/3/21,junior,2,F,3/4/58,,White - Non-Hispanic,No,https://www.smith.senate.gov/content/contact-senator,309 Hart Senate Office Building,,Won,46.44199627,44.92792251,52.65230315,44.95820111,54.0602927,43.82293104,52.9706774,42.3512265,     Appointed,,,,,,,,87.9664813,4.253146303,2.404995396,3.036454284,0.905045014,1.434254541,86.13837987,4.345621815,3.702515161,3.665921865,0.945554847,1.202006437,34.8,,36.4,,65699,11,55.94668211,5234815,4408650,265695,198685,183775,52125,125900,3980465,3501475,169295,95730,120865,36025,57090,5303925,4405142,269141,250258,214856,55421,109107
rep,MO,1,Democrat,Clay,Wm.,(LEY-see KLEY),Wm. Lacy Clay,Lacy,Jr.,,2428 Rayburn House Office Building Washington DC 20515-2501,(202) 225-2406,,https://lacyclay.house.gov,,1/3/19,1/3/21,,,M,7/27/56,Roman Catholic,Black - African-American,No,,2428 Rayburn House Office Building,,Won,77.00324775,18.81566679,79.86625963,18.89410511,80.31735884,18.63950458,,,,,80.10241458,16.71690205,75.46970932,19.97108501,72.97821327,21.57449203,46.76836721,47.77873342,1.792585216,1.706577339,0.184690598,1.769046218,47.27706993,45.49328192,2.690707592,2.801705794,0.21105292,1.526181853,31.8,168,43.4,104,45172,369,26.4,714610,302285,362825,17240,11995,1295,18970,552275,258290,263870,9900,9425,1020,9770,748540,319451,368775,22783,19440,1534,16557
rep,MO,2,Republican,Wagner,Ann,(AN WAG-ner),Ann Wagner,,,,2350 Rayburn House Office Building Washington DC 20515-2502,(202) 225-1621,,https://wagner.house.gov,,1/3/19,1/3/21,,,F,9/13/62,,White - Non-Hispanic,No,,2350 Rayburn House Office Building,http://wagner.house.gov/rss.xml,Won,42.28965511,52.57241616,41.43939688,57.14382804,46.36825327,52.60484947,,,,,47.22867794,51.18170747,37.67009601,58.54254578,32.61724581,64.11947196,91.13699361,3.60693581,1.594047026,2.607486687,0.13903098,0.91463148,90.18974242,3.104558324,1.971832954,3.703147352,0.146372222,0.884346731,49.2,27,49,68,79724,53,46.4,737410,659515,27325,15880,22525,995,11165,571815,521135,20625,9115,14910,795,5230,748401,664294,24801,17629,29374,1117,11186
rep,MO,3,Republican,Luetkemeyer,Blaine,(BLEYN LOOT-kuh-mahy-er),Blaine Luetkemeyer,,,,2230 Rayburn House Office Building Washington DC 20515-2503,(202) 225-2956,,https://luetkemeyer.house.gov,,1/3/19,1/3/21,,,M,5/7/52,,White - Non-Hispanic,No,,2230 Rayburn House Office Building,http://luetkemeyer.house.gov/news/rss.aspx,Won,28.07605201,67.09401709,36.05217598,61.99674112,42.80541323,55.83479257,,,,,32.83622092,65.07633823,27.93423342,67.83671297,27.14800125,68.33315938,93.48890835,3.086938807,1.471952287,0.579071925,0.302539074,1.072323309,93.1681839,3.0611665,1.730286315,0.865587139,0.292495285,0.882280859,26.4,265,26.3,328,61929,157,68.9,759400,699890,24440,15425,4885,2165,12590,576785,539230,17805,8490,3340,1745,6185,748398,688887,23839,15989,6734,2133,10816
rep,MO,4,Republican,Hartzler,Vicky,(VIK-ee HARTS-ler),Vicky Hartzler,,,,2235 Rayburn House Office Building Washington DC 20515-2504,(202) 225-2876,,https://hartzler.house.gov,,1/3/19,1/3/21,,,F,10/13/60,,White - Non-Hispanic,No,,2235 Rayburn House Office Building,http://hartzler.house.gov/rss.xml,Won,29.34085633,65.28607952,36.4138819,61.24412376,41.90520534,56.50574292,,,,,32.71829699,64.82360321,27.84483226,67.82809706,26.3571696,68.07914412,90.00477659,4.616787529,2.418689478,0.791176343,0.415997221,1.754309783,89.7040164,4.322978032,2.614213906,1.492292784,0.484881865,1.381617017,23.9,308,23.8,376,48065,339,68.5,746830,660190,33545,23790,6115,2955,20240,575725,518180,26580,13925,4555,2395,10100,749315,661410,33714,24278,10807,3622,15484
rep,MO,5,Democrat,Cleaver,Emanuel,(ih-MAN-yoo-wuhl KLEE-ver),Emanuel Cleaver,,II,,2335 Rayburn House Office Building Washington DC 20515-2505,(202) 225-4535,,https://cleaver.house.gov,,1/3/19,1/3/21,,,M,10/26/44,,Black - African-American,No,,2335 Rayburn House Office Building,http://cleaver.house.gov/rss.xml,Won,54.06641667,40.58904572,58.90360755,39.36355092,61.9872458,36.75300015,,,,,61.67309759,35.61463784,58.82937059,38.16911833,51.58720344,44.95785466,70.71026314,20.95244917,4.941311296,1.362688131,0.448558971,1.585624625,69.0292639,20.24872466,6.831229583,1.831607397,0.429477931,1.629696536,28.2,230,32.5,228,48693,329,47.6,733140,487125,163090,51045,10620,3060,18205,558455,394885,117010,27595,7610,2505,8855,748737,488072,162753,62467,13701,3099,18645
rep,MO,6,Republican,Graves,Sam,(SAM GREYVZ),Sam Graves,B.,,,1135 Longworth House Office Building Washington DC 20515-2506,(202) 225-7041,,https://graves.house.gov,,1/3/19,1/3/21,,,M,11/7/63,Baptist,White - Non-Hispanic,No,,1135 Longworth House Office Building,http://graves.house.gov/common/rss/index.cfm?rss=25,Won,31.65298548,63.09778709,37.90286969,60.03251909,43.05745316,55.25209324,,,,,31.97679178,65.41915923,28.44734109,68.02456313,29.50045462,66.65026475,90.96340487,3.788858679,2.71537805,0.867583525,0.345801547,1.31897333,91.19140898,3.649164674,2.677789009,1.152302569,0.344327623,0.985007143,28.6,225,29,282,58532,193,64.5,749380,669170,29110,26165,6860,2395,15680,568245,516895,21530,15430,4930,1965,7495,748760,671952,28069,24951,8941,2523,12324
